ja,zh_Hans
漆黒の板鋼,漆黑板钢
裁きの砲弾,制裁炮弹
炎鋼の薄板,炎钢薄板
必中砲弾,必中炮弹
軽鉄の砲身,轻铁炮身
鋼鉄の砲身,钢铁炮身
黄金の砲身,黄金炮身
未知の砲身,未知炮身
本性の玉,本性宝玉
源泉の鋼塊,源泉钢块
長男の珍粉,大哥的珍粉
珍奇の雫板,珍奇的水滴板
珍奇の雨鋼,珍奇的雨钢
稀代の雨金,稀世的雨金
稀代の滝金,稀世的瀑金
闘魂の証,斗魂之证
激魂の証,激魂之证
熱魂の証,热魂之证
神話の爪,神话之爪
不敗の証,不败之证
生命の首輪,生命项圈
鋼鉄の首輪,钢铁项圈
悪魔の首輪,恶魔项圈
白銀の毛皮,白银毛皮
無慈悲の飾り緒,无情饰绳
唐錦の飾り緒,唐锦饰绳
綾錦,绫锦
小車錦,小车锦
緋金錦の飾り緒,绯金锦饰绳
貪欲の玉,贪婪宝玉
帰順の結晶,归顺结晶
孤高の乳香,孤傲乳香
黒鉄のカンテラ,黑铁油灯
業のカンテラ,业障油灯
錬鉄のカンテラ,炼铁油灯
魔性の羽,魔性之羽
金属の布,金属之布
魔術の黒布,魔术黑布
宝玉の布,宝玉之布
極上の皮,至高之皮
悪魔の布,恶魔之布
鉄の眼球,铁之眼球
視線の留め金,视线金属扣
薄金の膜,薄金膜
謎の眼球,谜之眼球
風切の飾り布,劈风饰布
いぶし銀の布,雾银之布
賢木の杖,贤木之杖
セフィロトの杖,生命树之杖
誤算の玉,失算宝玉
偶発の結晶,偶发结晶
幸運の乳香,幸运乳香
力の鉄糸,力量铁丝
純鉄の塊,纯铁块
銀の塊,银块
軽銀の糸,轻银丝线
精神の縫い糸,精神的缝线
呪いの石,诅咒之石
死の塊,死亡凝聚体
天罰の真鋼,天谴真钢
幻の砂,幻之砂
金の砂,金之砂
悪夢の砂,恶梦之砂
メビウスの砂,梅比乌斯之砂
ゴムのような物,貌似橡胶的东西
伸び縮みする物,会伸缩的东西
常識外れな金属,超乎常识的金属
不可思議な繊維,不可思议的纤维
偏見の玉,偏见宝玉
断罪の結晶,断罪结晶
規律の乳香,规律乳香
立派な柄飾,气派柄饰
不断の切先,不断刀锋
紫電の柄飾,紫电柄饰
聖金の塊,圣金块
金属の受皿,金属托盘
オシャレな受皿,时尚托盘
輝く受け皿,光辉托盘
祝福の受皿,祝福托盘
巨大な鋼塊,巨大钢块
極上の玉鋼,至高玉钢
金剛石の板鋼,金刚石板钢
魂砕きの鋼,碎魂之钢
タングステン,钨
ダマスカス,大马士革钢
オリハルコン,奥利哈钢
輝石の繊維,辉石纤维
犠牲の玉,牺牲宝玉
抑圧の結晶,压抑结晶
奉仕の乳香,侍奉乳香
重鎖の束,沉重锁链束
剛毅の爪,刚毅之爪
黄金鎖の束,黄金锁链
白銀の皮,白银之皮
暴虐の皮,暴虐之皮
鋲つきの皮,铆钉之皮
血染めの皮,染血之皮
雷金属の珠,雷金属宝珠
切り裂き木馬,崩裂的木马
鋭い刺,尖锐之刺
玉鋼の刺,玉钢之刺
堅利な刺,坚利之刺
薄刃の刺,薄刃之刺
残虐な刺,残虐之刺
鮮血に染まる刺,染血之刺
守護の飾り布,守护饰布
渇きの爪,饥渴之爪
活性フェルト,活性毛毡
無敵フェルト,无敌毛毡
衣装なし,无服装
八十神高校制服・冬,八十神高中校服·冬
クマ着ぐるみ,小熊布偶装
八十神高校制服・夏,八十神高中校服·夏
私服・夏,便服·夏
私服・冬,便服·冬
月光館学園制服,月光馆学园校服
女装用衣装,女装用服装
クールトランクス,平脚泳裤
夏色トランクス,夏色泳裤
ボーダービキニ,条纹比基尼
清楚なビキニ,清纯比基尼
ギリギリブーメラン,差点走光三角裤
スクール水着,学校的泳装
セーラートランクス,水手泳裤
八高指定ジャージ,八高指定运动服
清掃員服,清扫员服装
ジュネスエプロン,朱尼斯围裙
トラックスーツ,格斗运动衫
付け下げ,外出用和服
特攻服・総長仕様,特攻服·总长专用
八十神高校制服・女,八十神高中校服·女
私の王子様,我的白马王子
ファイターアーマー,斗士盔甲
マジカルアーマー,魔法盔甲
コロネットアーマー,小王冠盔甲
ネオフェザースーツ,新生翔羽侠制服
腰巻タオル,缠腰毛巾
FBIスーツ,FBI西装
制服・冬+鼻メガネ,校服·冬+鼻子眼镜
鼻メガネ,鼻子眼镜
制服・夏+鼻メガネ,校服·夏+鼻子眼镜
クリスマス衣装,圣诞装
祭装束・甚平,庆典装扮·甚平
祭装束・浴衣,庆典装扮·浴衣
祭装束・ハッピ,庆典装扮·半缠
ハロウィン仮装,万圣节装束
私服・真冬,便服·深冬
執事服,管家服
メイド服,女仆装
応援団服,应援团服
群青色の衣服,宝蓝色的衣服
鬼刑事ルック,恶鬼刑警打扮
ジュネスのつなぎ,朱尼斯员工服
武道家服,武道家服
留袖,留袖
巽屋作務衣,巽屋工作服
探偵服,侦探服
クマズエプロン,小熊围裙
八十神高校制服・真冬,八十神高中校服·深冬
FBIスーツセット,FBI西装组合
執事服セット,管家服组合
祭装束セット,庆典装扮组合
応援団セット,应援团组合
メイド服セット,女仆装组合
ネオフェザーセット,新生翔羽侠组合
未完成のバイク模型,未完成的摩托车模型
ジャックフロスト人形,杰克霜精玩偶
ジャアクフロスト人形,邪恶霜精玩偶
キングフロスト人形,霜精之王玩偶
ジャックランタン人形,杰克灯笼玩偶
ネコショウグン人形,猫将军玩偶
銀色のバイク模型,银色摩托车模型
オレンジのバイク模型,橘黄色摩托车模型
水色のバイク模型,浅蓝摩托车模型
赤色のバイク模型,红色摩托车模型
ピンク色のバイク模型,粉红摩托车模型
青色のバイク模型,蓝色摩托车模型
プチソウルトマトの苗,小灵魂西红柿幼苗
ミガワリナスの苗,替身茄子幼苗
カエレルダイコンの苗,返回萝卜幼苗
バリアモロコシの苗,防护罩玉米幼苗
ヒランヤキャベツの苗,六芒星卷心菜幼苗
ウォールパプリカの苗,防壁甜椒幼苗
開錠ムギの苗,开锁小麦幼苗
宝石メロンの苗,宝石甜瓜幼苗
ミガワリナス,替身茄子
カエレルダイコン,返回萝卜
開錠ムギ,开锁小麦
宝石メロン,宝石甜瓜
アイオライト,堇青石
ブルークォーツ,蓝水晶
フローライト,萤石
スモーキークォーツ,烟水晶
レピドライト,锂云母
レモンクォーツ,柠檬水晶
オリーブストーン,橄榄石
ハウライト,白纹石
ミルキークォーツ,乳白水晶
ブラッドストーン,血玉髓
メテオライト,陨石
ローズクォーツ,玫瑰水晶
バッファローストーン,蛋白石
スファレライト,闪锌矿
オーロラクォーツ,极光水晶
サンストーン,太阳石
エンジェライト,天使石
レインボークォーツ,彩虹水晶
ムーンストーン,月亮石
マガツサンドライト,祸津砂石
金行石,金行石
魚占石,鱼占石
夜豆石,夜豆石
升田石,升田石
大水石,大水石
主水石,主水石
多甲石,多甲石
目黒石,目黑石
海王石,海王石
龍宮石,龙宫石
ビーチパラソル,海滩阳伞
おそうじモップ,拖把
ライトソード,光剑
ベース,贝斯
スカルステッキ,颅骨手杖
応援団旗,应援团旗帜
釘バット,狼牙棒
バス停,公交站牌
カーボンの釣り竿,碳纤维钓竿
剣先スコップ,尖头铲子
竹ほうき,竹扫把
焼きとうもろこし,烤玉米
フェザーダガー,羽毛短剑
ハッピーマラカス,欢乐砂槌
かざぐるま,风车
骨,骨头
応援用メガホン,加油扩音器
ボウリングのピン,保龄球瓶
中華包丁,中华菜刀
フライングディスク,飞盘
ジュリ扇,茱丽扇
フェザーブーメラン,羽毛回力标
リズムタンバリン,节奏铃鼓
サンタ扇子,圣诞扇子
お祭りうちわ,庆典团扇
コウモリソーサー,蝙蝠茶杯碟
ピンポンラケット,乒乓球拍
必勝扇子,必胜扇子
シルバートレイ,白银托盘
ゴスロリ扇子,哥特洛丽塔扇子
透明な靴,透明的鞋
レスリングブーツ,摔跤靴
ジェットブーツ,喷气靴
インラインスケート,单排轮滑靴
ヘビメタブーツ,重金属靴
鉄下駄,铁屐
ルーズソックス,泡泡袜
アニマルスリッパ,动物拖鞋
スプリングブーツ,春季靴
ボディボード,冲浪板
工場看板,工地告示板
フェザーシールド,羽毛盾
ビッグシンバル,大钹
クリスマスリース,圣诞花环
棺の蓋,棺盖
カラーベンチ,彩色长椅
平太鼓,平太鼓
ヌシ様,鱼王
ガンコちゃぶ台,顽固矮桌
半畳たたみ,半叠榻榻米
ウォーターガン,水枪
フェザーショット,羽毛枪
コウモリマグナム,蝙蝠手枪
フリントロック,燧发枪
フロストショット,霜精枪
スペオペ光線銃,强化光线枪
ワリバシゴム銃,木筷弹弓
機関けん銃,机关枪
ビーチボール,海滩球
肉球ハンド,肉球手
フェザークロー,羽毛爪
トナカイの蹄,驯鹿蹄
ランタンパペット,灯笼手偶
ハイパードリル,高速钻头
カニクロー,蟹螯
フロストパペット,霜精手偶
妖しげな太刀,诡异的太刀
妖しげな小刀,诡异的小刀
妖しげな脛当,诡异的腿甲
妖しげな扇子,诡异的扇子
妖しげな円盾,诡异的圆盾
妖しげな火筒,诡异的火筒
妖しげな鉤爪,诡异的钩爪
